Rep,Config,Mode,Case,Expected output class,Output class,Correct?,Reason,Reason correct?,Factual atoms supported?,Retrieved docs,Cited docs/pages,Citation doc miss count,Unsupported citation count,Wrong-page citation count,Safety,Prompt/Input tokens,Completion/Output tokens,Total tokens,Retries,Latency ms,Retrieval latency ms,Generation latency ms,Audit ID,Generator-visible context hash,Error
1,C1,C1_VECTOR_ROUTING,S2-Q6,FULL_ANSWER,FULL_ANSWER,True,supported,True,True,15aff4e8-ba87-5102-bea3-7531558c2e5c;402e9da2-1654-5751-b970-4f3e35488c52;746bfb0c-38e0-5f7e-958b-34dd1a481974;79523654-1146-564a-9dba-a62d61db335e;f1025ca4-e18c-59ae-b025-3cb12ee33522,f1025ca4-e18c-59ae-b025-3cb12ee33522:17,0,0,0,0,1323,87,1410,0,2315.9808,256.8216,1260.5981,ffe53244-b7bc-5158-8493-2711362cb16e,92857ebf19335068a7df171c2054a2ae2ba6b4b5c317053b81845c79a9cf00b8,
1,C2,C2_PERMISSION_FILTERED,S1-Q1,FULL_ANSWER,FULL_ANSWER,True,supported,True,True,77809285-cd77-5486-8c4e-0cd9dfc5cdd0;9c193693-5005-5272-815f-f251ce8fc8ae,77809285-cd77-5486-8c4e-0cd9dfc5cdd0:1;9c193693-5005-5272-815f-f251ce8fc8ae:1,0,1,0,0,535,162,697,0,5894.6803,159.209,2165.9599,4ddd0f86-cf93-53a3-83c4-4c79852932df,e4eb8a10117797c9026d768c2cd9bd4618ccd0ffe332b3efcfcb055af8a55800,
1,C2,C2_PERMISSION_FILTERED,S1-Q2,FULL_ANSWER,FULL_ANSWER,True,supported,True,True,77809285-cd77-5486-8c4e-0cd9dfc5cdd0;9c193693-5005-5272-815f-f251ce8fc8ae,9c193693-5005-5272-815f-f251ce8fc8ae:1,0,0,0,0,529,12,541,0,1382.9626,161.6071,627.3837,f3b0e1b7-a64a-5126-acbc-51b78259227a,d4b8af7b2a43fa36dc52f51de11e9773767e6d25f49c8cf49989b8cf76d28595,
1,C2,C2_PERMISSION_FILTERED,S1-Q3,FULL_ANSWER,FULL_ANSWER,True,supported,True,True,77809285-cd77-5486-8c4e-0cd9dfc5cdd0;9c193693-5005-5272-815f-f251ce8fc8ae,77809285-cd77-5486-8c4e-0cd9dfc5cdd0:1;9c193693-5005-5272-815f-f251ce8fc8ae:1,0,1,0,0,528,14,542,0,1483.2488,163.8788,649.4133,e37539d6-b0b4-50c1-b350-8561f68c40dd,e4eb8a10117797c9026d768c2cd9bd4618ccd0ffe332b3efcfcb055af8a55800,
1,C2,C2_PERMISSION_FILTERED,S1-Q4,REFUSE_INSUFFICIENT_EVIDENCE,REFUSE_INSUFFICIENT_EVIDENCE,True,insufficient_evidence,True,True,77809285-cd77-5486-8c4e-0cd9dfc5cdd0;9c193693-5005-5272-815f-f251ce8fc8ae,,0,0,0,0,0,0,0,0,809.0015,151.9272,0.0008,82721d06-9c10-5ccc-b0b6-13327a873cc7,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,
1,C2,C2_PERMISSION_FILTERED,S1-Q5,FULL_ANSWER,FULL_ANSWER,True,supported,True,True,77809285-cd77-5486-8c4e-0cd9dfc5cdd0;9c193693-5005-5272-815f-f251ce8fc8ae,9c193693-5005-5272-815f-f251ce8fc8ae:1,0,0,0,0,531,12,543,0,1450.3674,163.7844,636.3078,1c40ddc3-10d4-5771-a977-dab731753f4f,d4b8af7b2a43fa36dc52f51de11e9773767e6d25f49c8cf49989b8cf76d28595,
1,C2,C2_PERMISSION_FILTERED,S1-Q6,FULL_ANSWER,FULL_ANSWER,True,supported,True,True,77809285-cd77-5486-8c4e-0cd9dfc5cdd0;9c193693-5005-5272-815f-f251ce8fc8ae,9c193693-5005-5272-815f-f251ce8fc8ae:1,1,0,0,0,535,42,577,0,1715.7552,163.8495,873.4304,72f4566f-41cf-5b91-bfe9-24e78d24b2e1,e4eb8a10117797c9026d768c2cd9bd4618ccd0ffe332b3efcfcb055af8a55800,
1,C2,C2_PERMISSION_FILTERED,S2-Q1,FULL_ANSWER,FULL_ANSWER,True,supported,True,True,15aff4e8-ba87-5102-bea3-7531558c2e5c;402e9da2-1654-5751-b970-4f3e35488c52;746bfb0c-38e0-5f7e-958b-34dd1a481974;79523654-1146-564a-9dba-a62d61db335e;f1025ca4-e18c-59ae-b025-3cb12ee33522,15aff4e8-ba87-5102-bea3-7531558c2e5c:1,0,0,0,0,1326,31,1357,0,2301.1436,221.8584,730.9049,e0aa8c22-2c2c-5fb5-83f5-1e8fbd2936aa,42f57aa5fc909c512d126cb86a5502377e1fdb1ac4e04980ae31fa54c9e62fce,
1,C2,C2_PERMISSION_FILTERED,S2-Q2,FULL_ANSWER,FULL_ANSWER,True,supported,True,True,15aff4e8-ba87-5102-bea3-7531558c2e5c;402e9da2-1654-5751-b970-4f3e35488c52;746bfb0c-38e0-5f7e-958b-34dd1a481974;79523654-1146-564a-9dba-a62d61db335e;f1025ca4-e18c-59ae-b025-3cb12ee33522,15aff4e8-ba87-5102-bea3-7531558c2e5c:1;402e9da2-1654-5751-b970-4f3e35488c52:6;79523654-1146-564a-9dba-a62d61db335e:3,0,1,1,0,1279,154,1433,0,5771.3597,335.3288,2468.2358,a0d5f0e2-52bf-5e84-8a01-16c7d635e08f,82b842dc1d35042c641a1fe13c29d5c803579ca22140c83c2b1fb365ed985c36,
1,C2,C2_PERMISSION_FILTERED,S2-Q3,FULL_ANSWER,FULL_ANSWER,True,supported,True,True,15aff4e8-ba87-5102-bea3-7531558c2e5c;402e9da2-1654-5751-b970-4f3e35488c52;746bfb0c-38e0-5f7e-958b-34dd1a481974;79523654-1146-564a-9dba-a62d61db335e;f1025ca4-e18c-59ae-b025-3cb12ee33522,f1025ca4-e18c-59ae-b025-3cb12ee33522:17,0,0,0,0,1220,74,1294,0,6648.096,248.2333,2853.5284,e8f1c9e7-7643-5cc0-94ea-404b65ba0b41,4175349edb87c3b460acc9399325fcd2bde4b70ba20ddf50458800a6f00d8565,
1,C2,C2_PERMISSION_FILTERED,S2-Q4,FULL_ANSWER,FULL_ANSWER,True,supported,True,True,15aff4e8-ba87-5102-bea3-7531558c2e5c;402e9da2-1654-5751-b970-4f3e35488c52;746bfb0c-38e0-5f7e-958b-34dd1a481974;79523654-1146-564a-9dba-a62d61db335e;f1025ca4-e18c-59ae-b025-3cb12ee33522,f1025ca4-e18c-59ae-b025-3cb12ee33522:10,1,1,0,0,1316,59,1375,0,2266.487,253.8611,1088.9323,5c99ed36-39f3-54a6-9462-3daa22d58dd3,a09d96ea3295af81b2d8779c73317d97a27bd4fdfae02e4a2184309c0d938c19,
1,C2,C2_PERMISSION_FILTERED,S2-Q5,FULL_ANSWER,FULL_ANSWER,True,supported,True,True,15aff4e8-ba87-5102-bea3-7531558c2e5c;402e9da2-1654-5751-b970-4f3e35488c52;746bfb0c-38e0-5f7e-958b-34dd1a481974;79523654-1146-564a-9dba-a62d61db335e;f1025ca4-e18c-59ae-b025-3cb12ee33522,402e9da2-1654-5751-b970-4f3e35488c52:2;79523654-1146-564a-9dba-a62d61db335e:1,0,0,0,0,1353,157,1510,0,5182.3585,280.4374,1830.9735,a54ebe34-4c42-5ea4-bec1-86ec5906b5b5,f4003a0f46bc73db64b32156a0c8c88f5edfeebc2e9b0145332500d2dc841b5c,
1,C2,C2_PERMISSION_FILTERED,S2-Q6,FULL_ANSWER,FULL_ANSWER,True,supported,True,True,15aff4e8-ba87-5102-bea3-7531558c2e5c;402e9da2-1654-5751-b970-4f3e35488c52;746bfb0c-38e0-5f7e-958b-34dd1a481974;79523654-1146-564a-9dba-a62d61db335e;f1025ca4-e18c-59ae-b025-3cb12ee33522,f1025ca4-e18c-59ae-b025-3cb12ee33522:17,0,0,0,0,1323,78,1401,0,2547.032,282.1935,1253.0696,19954ed0-f31d-511c-a9a0-4d077f50ef12,92857ebf19335068a7df171c2054a2ae2ba6b4b5c317053b81845c79a9cf00b8,
1,C3,C3_FULL_ROLE_AWARE,S1-Q1,FULL_ANSWER,FULL_ANSWER,True,supported,True,True,77809285-cd77-5486-8c4e-0cd9dfc5cdd0,77809285-cd77-5486-8c4e-0cd9dfc5cdd0:1,0,0,0,0,651,162,813,0,8688.9556,244.7709,4859.4131,f9bd4a94-36e4-5ce6-90ee-f48cf2acd8eb,6b9afef2ff47a270d22458bc63815d1faeb4de3c8e2727607cf894d2fda13de4,
1,C3,C3_FULL_ROLE_AWARE,S1-Q2,FULL_ANSWER,FULL_ANSWER,True,supported,True,True,77809285-cd77-5486-8c4e-0cd9dfc5cdd0;9c193693-5005-5272-815f-f251ce8fc8ae,9c193693-5005-5272-815f-f251ce8fc8ae:1,0,0,0,0,959,12,971,0,1642.3033,235.2192,555.6752,8e9a8bf5-593f-5bd4-a810-00ce3a4ebc49,5e512393439d9b888698e05a2093eab36567e8c8afe251e9c4ff0e57ed42e1ea,
1,C3,C3_FULL_ROLE_AWARE,S1-Q3,FULL_ANSWER,FULL_ANSWER,True,supported,True,True,77809285-cd77-5486-8c4e-0cd9dfc5cdd0,77809285-cd77-5486-8c4e-0cd9dfc5cdd0:1,0,0,0,0,644,14,658,0,1827.0441,212.0384,883.8734,92824f3e-582d-5362-be96-4564ae8efb19,b7e489d9dc62d3dc8bec4ffb61fd243e7642943f08bb56d826764f5751d8f860,
1,C3,C3_FULL_ROLE_AWARE,S1-Q4,REFUSE_INSUFFICIENT_EVIDENCE,REFUSE_INSUFFICIENT_EVIDENCE,True,insufficient_evidence,True,True,77809285-cd77-5486-8c4e-0cd9dfc5cdd0;9c193693-5005-5272-815f-f251ce8fc8ae,,0,0,0,0,0,0,0,0,1481.1442,220.7209,0.0006,8e3e7d9c-0eab-5b67-b4d5-d5eae232f48a,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,
1,C3,C3_FULL_ROLE_AWARE,S1-Q5,FULL_ANSWER,FULL_ANSWER,True,supported,True,True,77809285-cd77-5486-8c4e-0cd9dfc5cdd0;9c193693-5005-5272-815f-f251ce8fc8ae,9c193693-5005-5272-815f-f251ce8fc8ae:1,0,0,0,0,961,12,973,0,1993.4172,218.5894,964.6983,414576e1-44a1-5d7a-950f-64518532da88,def697130abf8b8604765f9322e86e4d4badc6c838037b5e5a83ebd742771c28,
1,C3,C3_FULL_ROLE_AWARE,S1-Q6,FULL_ANSWER,FULL_ANSWER,True,supported,True,True,77809285-cd77-5486-8c4e-0cd9dfc5cdd0;9c193693-5005-5272-815f-f251ce8fc8ae,9c193693-5005-5272-815f-f251ce8fc8ae:1,1,0,0,0,980,42,1022,0,1965.3787,173.1574,994.7088,00c1f97d-b4ab-5cdc-89c0-d873f3289673,b426ad3200706b86c93fb76ceaa2ce96e4d184818a99dd01b67b5988f483cff9,
1,C3,C3_FULL_ROLE_AWARE,S2-Q1,FULL_ANSWER,FULL_ANSWER,True,supported,True,True,15aff4e8-ba87-5102-bea3-7531558c2e5c,15aff4e8-ba87-5102-bea3-7531558c2e5c:1,0,0,0,0,454,28,482,0,2415.106,211.8785,866.6057,2ac697c1-fe42-553f-86e7-54ee5b7477fe,a05a0c40e29ab77d1e9f645be6f5d7c836d48b89ca8be07509feb2fe7845e9cb,
1,C3,C3_FULL_ROLE_AWARE,S2-Q2,FULL_ANSWER,FULL_ANSWER,True,supported,True,True,15aff4e8-ba87-5102-bea3-7531558c2e5c;402e9da2-1654-5751-b970-4f3e35488c52,402e9da2-1654-5751-b970-4f3e35488c52:2,1,0,0,0,2184,58,2242,0,4724.1874,178.8085,1022.8991,c909d159-4a48-5984-8c6f-b4908a131677,afd664931b2a134fe658ad8c34162c7e612b09a6fcf210d9d0494d7c3e59650c,
1,C3,C3_FULL_ROLE_AWARE,S2-Q3,FULL_ANSWER,FULL_ANSWER,True,supported,True,True,f1025ca4-e18c-59ae-b025-3cb12ee33522,f1025ca4-e18c-59ae-b025-3cb12ee33522:17,0,0,0,0,1965,81,2046,0,5187.9874,230.2194,1287.3027,1f3bc1cc-df08-5031-a90e-3f0780dc93cd,3cf4ff7eb797adfea237945038d38ec3e5646042665deeb59829e998edf0e2c9,
1,C3,C3_FULL_ROLE_AWARE,S2-Q4,FULL_ANSWER,FULL_ANSWER,True,supported,True,True,f1025ca4-e18c-59ae-b025-3cb12ee33522,f1025ca4-e18c-59ae-b025-3cb12ee33522:10,1,1,0,0,2140,67,2207,0,2365.2043,215.0285,1306.1871,0d1cef86-ca57-5189-b292-85f4f4d42108,f5d22784c73c7c61ebc08e3dd621278f74c8d5d14fb7c92037775b450056f47c,
1,C3,C3_FULL_ROLE_AWARE,S2-Q5,FULL_ANSWER,FULL_ANSWER,True,supported,True,True,402e9da2-1654-5751-b970-4f3e35488c52;79523654-1146-564a-9dba-a62d61db335e,402e9da2-1654-5751-b970-4f3e35488c52:2;79523654-1146-564a-9dba-a62d61db335e:1,0,0,0,0,2187,147,2334,0,5419.8792,209.1863,1770.5361,93c1b001-3b62-5ace-982e-802855c83f5e,a5622631caff4baad1b1bf00976ff2e13b8492afbc735401052a3845f6dc4dc7,
1,C3,C3_FULL_ROLE_AWARE,S2-Q6,FULL_ANSWER,FULL_ANSWER,True,supported,True,True,15aff4e8-ba87-5102-bea3-7531558c2e5c;402e9da2-1654-5751-b970-4f3e35488c52;746bfb0c-38e0-5f7e-958b-34dd1a481974;79523654-1146-564a-9dba-a62d61db335e;f1025ca4-e18c-59ae-b025-3cb12ee33522,f1025ca4-e18c-59ae-b025-3cb12ee33522:17,0,0,0,0,2224,98,2322,0,2863.3733,268.3834,1673.8374,ad2754b9-1c9a-5cb6-af4f-9b8acf253a66,f6e6eda2f9643d641756ffb354683e1ad078c9763b2c61a43aea71ac042153ed,
2,C0,C0_VECTOR_ONLY,S1-Q1,FULL_ANSWER,FULL_ANSWER,True,supported,True,True,77809285-cd77-5486-8c4e-0cd9dfc5cdd0;9c193693-5005-5272-815f-f251ce8fc8ae,77809285-cd77-5486-8c4e-0cd9dfc5cdd0:1;9c193693-5005-5272-815f-f251ce8fc8ae:1,0,1,0,0,535,162,697,0,5987.49,162.412,1986.7511,d5656265-2117-5649-8ecc-21081a4a8eca,e4eb8a10117797c9026d768c2cd9bd4618ccd0ffe332b3efcfcb055af8a55800,
2,C0,C0_VECTOR_ONLY,S1-Q2,FULL_ANSWER,FULL_ANSWER,True,supported,True,True,77809285-cd77-5486-8c4e-0cd9dfc5cdd0;9c193693-5005-5272-815f-f251ce8fc8ae,9c193693-5005-5272-815f-f251ce8fc8ae:1,0,0,0,0,529,12,541,0,1497.5635,174.2819,724.0037,a6585163-bc3b-52d6-bb0c-2787d77d2a65,d4b8af7b2a43fa36dc52f51de11e9773767e6d25f49c8cf49989b8cf76d28595,
2,C0,C0_VECTOR_ONLY,S1-Q3,FULL_ANSWER,FULL_ANSWER,True,supported,True,True,77809285-cd77-5486-8c4e-0cd9dfc5cdd0;9c193693-5005-5272-815f-f251ce8fc8ae,77809285-cd77-5486-8c4e-0cd9dfc5cdd0:1;9c193693-5005-5272-815f-f251ce8fc8ae:1,0,1,0,0,528,14,542,0,1725.7379,216.6089,759.6658,b668e834-24a7-5bde-b812-c3da9c8319e5,e4eb8a10117797c9026d768c2cd9bd4618ccd0ffe332b3efcfcb055af8a55800,
